,id,date,store_nbr,family,onpromotion,sales
5511,3006399,2017-08-19,14,AUTOMOTIVE,0,5.080654605831716
5512,3006400,2017-08-19,14,BABY CARE,0,0.01638470781543758
5513,3006401,2017-08-19,14,BEAUTY,1,0.5094566799639428
5514,3006402,2017-08-19,14,BEVERAGES,24,1548.8662507154993
5515,3006403,2017-08-19,14,BOOKS,0,0.0
5516,3006404,2017-08-19,14,BREAD/BAKERY,6,175.98018509593248
5517,3006405,2017-08-19,14,CELEBRATION,0,9.732081608888278
5518,3006406,2017-08-19,14,CLEANING,21,1275.3370741322883
5519,3006407,2017-08-19,14,DAIRY,9,519.2578973461698
5520,3006408,2017-08-19,14,DELI,4,320.681886719255
5521,3006409,2017-08-19,14,EGGS,1,37.03788487195677
5522,3006410,2017-08-19,14,FROZEN FOODS,13,87.69755705584433
5523,3006411,2017-08-19,14,GROCERY I,51,3039.4174359039025
5524,3006412,2017-08-19,14,GROCERY II,0,5.849444489444216
5525,3006413,2017-08-19,14,HARDWARE,0,0.5620683852374599
5526,3006414,2017-08-19,14,HOME AND KITCHEN I,0,22.15827109261886
5527,3006415,2017-08-19,14,HOME AND KITCHEN II,0,26.887796972891962
5528,3006416,2017-08-19,14,HOME APPLIANCES,0,0.09863804223881661
5529,3006417,2017-08-19,14,HOME CARE,9,300.9707042668589
5530,3006418,2017-08-19,14,LADIESWEAR,0,0.3591495631204842
5531,3006419,2017-08-19,14,LAWN AND GARDEN,0,0.0
5532,3006420,2017-08-19,14,LINGERIE,0,2.856449814297106
5533,3006421,2017-08-19,14,"LIQUOR,WINE,BEER",0,26.082400642609297
5534,3006422,2017-08-19,14,MAGAZINES,0,2.1158382200383787
5535,3006423,2017-08-19,14,MEATS,0,230.99776999885043
5536,3006424,2017-08-19,14,PERSONAL CARE,11,318.42357518966145
5537,3006425,2017-08-19,14,PET SUPPLIES,0,1.0961013316284596
5538,3006426,2017-08-19,14,PLAYERS AND ELECTRONICS,0,6.951938291756999
5539,3006427,2017-08-19,14,POULTRY,0,90.87968429285203
5540,3006428,2017-08-19,14,PREPARED FOODS,0,101.49484945515997
5541,3006429,2017-08-19,14,PRODUCE,1,481.2185739227829
5542,3006430,2017-08-19,14,SCHOOL AND OFFICE SUPPLIES,2,0.7567713287640117
5543,3006431,2017-08-19,14,SEAFOOD,2,4.455657151595887
5544,3006432,2017-08-19,15,AUTOMOTIVE,0,3.5491612270863473
5545,3006433,2017-08-19,15,BABY CARE,1,2.1452806030158653
5546,3006434,2017-08-19,15,BEAUTY,0,2.0350349026309438
5547,3006435,2017-08-19,15,BEVERAGES,17,1933.8389655072287
5548,3006436,2017-08-19,15,BOOKS,0,0.0
5549,3006437,2017-08-19,15,BREAD/BAKERY,5,157.1365578217893
5550,3006438,2017-08-19,15,CELEBRATION,0,5.729323246868061
5551,3006439,2017-08-19,15,CLEANING,21,985.4868667528627
5552,3006440,2017-08-19,15,DAIRY,10,437.8217895338204
5553,3006441,2017-08-19,15,DELI,5,315.3846658481775
5554,3006442,2017-08-19,15,EGGS,1,112.27705947798395
5555,3006443,2017-08-19,15,FROZEN FOODS,13,94.5515281200975
5556,3006444,2017-08-19,15,GROCERY I,61,3079.616651485957
5557,3006445,2017-08-19,15,GROCERY II,0,7.069426905736441
5558,3006446,2017-08-19,15,HARDWARE,0,1.0511706651779928
5559,3006447,2017-08-19,15,HOME AND KITCHEN I,1,38.560151472873926
5560,3006448,2017-08-19,15,HOME AND KITCHEN II,1,23.49979378713431
5561,3006449,2017-08-19,15,HOME APPLIANCES,0,0.023284999558441044
5562,3006450,2017-08-19,15,HOME CARE,9,292.475544606016
5563,3006451,2017-08-19,15,LADIESWEAR,0,11.734719667610957
5564,3006452,2017-08-19,15,LAWN AND GARDEN,0,0.0024455179140948826
5565,3006453,2017-08-19,15,LINGERIE,1,4.799419850970054
5566,3006454,2017-08-19,15,"LIQUOR,WINE,BEER",2,24.495530417079284
5567,3006455,2017-08-19,15,MAGAZINES,0,2.060216447183161
5568,3006456,2017-08-19,15,MEATS,0,137.17491074610018
5569,3006457,2017-08-19,15,PERSONAL CARE,10,214.21118233303866
5570,3006458,2017-08-19,15,PET SUPPLIES,0,1.0871838448299664
5571,3006459,2017-08-19,15,PLAYERS AND ELECTRONICS,0,6.203684540236621
5572,3006460,2017-08-19,15,POULTRY,0,162.72641293344483
5573,3006461,2017-08-19,15,PREPARED FOODS,0,47.60992354013254
5574,3006462,2017-08-19,15,PRODUCE,2,822.95279058123
5575,3006463,2017-08-19,15,SCHOOL AND OFFICE SUPPLIES,3,0.6915405547550872
5576,3006464,2017-08-19,15,SEAFOOD,1,5.597772071580619
5577,3006465,2017-08-19,16,AUTOMOTIVE,0,5.318991874373069
5578,3006466,2017-08-19,16,BABY CARE,0,0.1935616396000266
5579,3006467,2017-08-19,16,BEAUTY,0,0.7806711587955408
5580,3006468,2017-08-19,16,BEVERAGES,22,1569.389055598698
5581,3006469,2017-08-19,16,BOOKS,0,0.0
5582,3006470,2017-08-19,16,BREAD/BAKERY,7,149.23411532926696
5583,3006471,2017-08-19,16,CELEBRATION,0,6.942590244465853
5584,3006472,2017-08-19,16,CLEANING,22,947.5422159678195
5585,3006473,2017-08-19,16,DAIRY,7,305.0313557095984
5586,3006474,2017-08-19,16,DELI,5,194.34638816653683
5587,3006475,2017-08-19,16,EGGS,1,168.8588305262585
5588,3006476,2017-08-19,16,FROZEN FOODS,9,50.63064602564363
5589,3006477,2017-08-19,16,GROCERY I,49,2300.8118325669984
5590,3006478,2017-08-19,16,GROCERY II,0,4.58092704939858
5591,3006479,2017-08-19,16,HARDWARE,0,0.4316162601591697
5592,3006480,2017-08-19,16,HOME AND KITCHEN I,0,22.2575577748379
5593,3006481,2017-08-19,16,HOME AND KITCHEN II,0,15.091958058822685
5594,3006482,2017-08-19,16,HOME APPLIANCES,0,0.07075416697778074
5595,3006483,2017-08-19,16,HOME CARE,8,242.8530074260176
5596,3006484,2017-08-19,16,LADIESWEAR,0,0.0
5597,3006485,2017-08-19,16,LAWN AND GARDEN,0,0.015012403666619063
5598,3006486,2017-08-19,16,LINGERIE,0,1.4639405763298514
5599,3006487,2017-08-19,16,"LIQUOR,WINE,BEER",2,35.050571358683726
5600,3006488,2017-08-19,16,MAGAZINES,0,1.4914692092823187
5601,3006489,2017-08-19,16,MEATS,0,52.9647766234805
5602,3006490,2017-08-19,16,PERSONAL CARE,6,164.92746025507748
5603,3006491,2017-08-19,16,PET SUPPLIES,0,0.8024822196354785
5604,3006492,2017-08-19,16,PLAYERS AND ELECTRONICS,0,3.9936235659024106
5605,3006493,2017-08-19,16,POULTRY,0,78.49092774981654
5606,3006494,2017-08-19,16,PREPARED FOODS,0,39.000996968363935
5607,3006495,2017-08-19,16,PRODUCE,0,710.6303054505847
5608,3006496,2017-08-19,16,SCHOOL AND OFFICE SUPPLIES,0,4.489133418358399
5609,3006497,2017-08-19,16,SEAFOOD,0,1.245828735409976
5610,3006498,2017-08-19,17,AUTOMOTIVE,0,9.615380498864743
5611,3006499,2017-08-19,17,BABY CARE,0,0.453415293559055
5612,3006500,2017-08-19,17,BEAUTY,1,3.1356078324327954
5613,3006501,2017-08-19,17,BEVERAGES,16,3977.767029272688
5614,3006502,2017-08-19,17,BOOKS,0,0.0
5615,3006503,2017-08-19,17,BREAD/BAKERY,9,360.2422744892996
5616,3006504,2017-08-19,17,CELEBRATION,0,9.746685634918357
5617,3006505,2017-08-19,17,CLEANING,16,1297.4833539676863
5618,3006506,2017-08-19,17,DAIRY,18,905.4537097264974
5619,3006507,2017-08-19,17,DELI,8,597.2901546413686
5620,3006508,2017-08-19,17,EGGS,1,288.390463873348
5621,3006509,2017-08-19,17,FROZEN FOODS,22,157.13714651912392
5622,3006510,2017-08-19,17,GROCERY I,55,5250.971217474502
5623,3006511,2017-08-19,17,GROCERY II,0,11.93460137202774
5624,3006512,2017-08-19,17,HARDWARE,0,1.044815249261188
5625,3006513,2017-08-19,17,HOME AND KITCHEN I,1,34.812970942657174
5626,3006514,2017-08-19,17,HOME AND KITCHEN II,1,38.37284603443188
5627,3006515,2017-08-19,17,HOME APPLIANCES,0,0.3229889923607223
5628,3006516,2017-08-19,17,HOME CARE,9,396.46196838397725
5629,3006517,2017-08-19,17,LADIESWEAR,0,3.043959852397567
5630,3006518,2017-08-19,17,LAWN AND GARDEN,0,0.07950519440799549
5631,3006519,2017-08-19,17,LINGERIE,3,7.373328736446499
5632,3006520,2017-08-19,17,"LIQUOR,WINE,BEER",2,46.42821886453151
5633,3006521,2017-08-19,17,MAGAZINES,0,3.5386906991327374
5634,3006522,2017-08-19,17,MEATS,0,268.14415132471083
5635,3006523,2017-08-19,17,PERSONAL CARE,11,334.511222313943
5636,3006524,2017-08-19,17,PET SUPPLIES,0,2.6559705296685827
5637,3006525,2017-08-19,17,PLAYERS AND ELECTRONICS,0,11.947082159753325
5638,3006526,2017-08-19,17,POULTRY,1,392.83123759030127
5639,3006527,2017-08-19,17,PREPARED FOODS,0,94.48934602500267
5640,3006528,2017-08-19,17,PRODUCE,0,1736.5794740989518
5641,3006529,2017-08-19,17,SCHOOL AND OFFICE SUPPLIES,6,1.2598222127507022
5642,3006530,2017-08-19,17,SEAFOOD,1,15.084889783687878
5643,3006531,2017-08-19,18,AUTOMOTIVE,0,3.5489486669285744
5644,3006532,2017-08-19,18,BABY CARE,0,0.27517453074420595
5645,3006533,2017-08-19,18,BEAUTY,2,2.884574906759698
5646,3006534,2017-08-19,18,BEVERAGES,28,2411.882366263957
5647,3006535,2017-08-19,18,BOOKS,0,0.0
5648,3006536,2017-08-19,18,BREAD/BAKERY,10,520.3218957408277
5649,3006537,2017-08-19,18,CELEBRATION,0,7.668748230450475
5650,3006538,2017-08-19,18,CLEANING,23,588.0215166693623
5651,3006539,2017-08-19,18,DAIRY,21,628.2382362420653
5652,3006540,2017-08-19,18,DELI,9,232.5315182115978
5653,3006541,2017-08-19,18,EGGS,1,185.40034477907648
5654,3006542,2017-08-19,18,FROZEN FOODS,19,67.02831003054811
5655,3006543,2017-08-19,18,GROCERY I,61,2727.8832978164914
5656,3006544,2017-08-19,18,GROCERY II,0,10.628765023133885
5657,3006545,2017-08-19,18,HARDWARE,0,0.9922781573358772
5658,3006546,2017-08-19,18,HOME AND KITCHEN I,0,31.199732838304854
5659,3006547,2017-08-19,18,HOME AND KITCHEN II,1,17.62491876138299
5660,3006548,2017-08-19,18,HOME APPLIANCES,0,0.11817512286916396
5661,3006549,2017-08-19,18,HOME CARE,12,217.13377851194616
5662,3006550,2017-08-19,18,LADIESWEAR,0,12.306553462234874
5663,3006551,2017-08-19,18,LAWN AND GARDEN,0,3.244654247659501
5664,3006552,2017-08-19,18,LINGERIE,3,2.3998778259348628
5665,3006553,2017-08-19,18,"LIQUOR,WINE,BEER",3,62.773677600053176
5666,3006554,2017-08-19,18,MAGAZINES,0,2.9503072299187316
5667,3006555,2017-08-19,18,MEATS,0,99.41709678324733
5668,3006556,2017-08-19,18,PERSONAL CARE,12,184.11848765664644
5669,3006557,2017-08-19,18,PET SUPPLIES,0,4.146621736080625
5670,3006558,2017-08-19,18,PLAYERS AND ELECTRONICS,0,9.105385657233136
5671,3006559,2017-08-19,18,POULTRY,1,213.18633021745177
5672,3006560,2017-08-19,18,PREPARED FOODS,0,60.869499784211996
5673,3006561,2017-08-19,18,PRODUCE,1,1833.4851088734429
5674,3006562,2017-08-19,18,SCHOOL AND OFFICE SUPPLIES,10,4.464431681093751
5675,3006563,2017-08-19,18,SEAFOOD,4,8.581983085220637
5676,3006564,2017-08-19,19,AUTOMOTIVE,0,9.056437769267564
5677,3006565,2017-08-19,19,BABY CARE,0,0.3567706666454586
5678,3006566,2017-08-19,19,BEAUTY,1,2.3352359529821447
5679,3006567,2017-08-19,19,BEVERAGES,22,2907.1617076487264
5680,3006568,2017-08-19,19,BOOKS,0,0.0
5681,3006569,2017-08-19,19,BREAD/BAKERY,7,182.85743180521274
5682,3006570,2017-08-19,19,CELEBRATION,0,10.910448328764398
5683,3006571,2017-08-19,19,CLEANING,19,1078.030852152734
5684,3006572,2017-08-19,19,DAIRY,11,439.0873421791115
5685,3006573,2017-08-19,19,DELI,7,379.7748553117054
5686,3006574,2017-08-19,19,EGGS,1,88.37438907345077
5687,3006575,2017-08-19,19,FROZEN FOODS,13,95.48208252086799
5688,3006576,2017-08-19,19,GROCERY I,62,3835.321795122125
5689,3006577,2017-08-19,19,GROCERY II,0,12.094377233966952
5690,3006578,2017-08-19,19,HARDWARE,0,1.5450178361797333
5691,3006579,2017-08-19,19,HOME AND KITCHEN I,1,26.43175255481333
5692,3006580,2017-08-19,19,HOME AND KITCHEN II,1,17.36173674425151
5693,3006581,2017-08-19,19,HOME APPLIANCES,0,0.15002847172597358
5694,3006582,2017-08-19,19,HOME CARE,5,254.35953480932494
5695,3006583,2017-08-19,19,LADIESWEAR,0,9.549764321602314
5696,3006584,2017-08-19,19,LAWN AND GARDEN,0,0.019973248400233
5697,3006585,2017-08-19,19,LINGERIE,0,4.703922523485326
5698,3006586,2017-08-19,19,"LIQUOR,WINE,BEER",2,39.65163457408193
5699,3006587,2017-08-19,19,MAGAZINES,0,2.724889282658874
5700,3006588,2017-08-19,19,MEATS,0,128.63813055846836
5701,3006589,2017-08-19,19,PERSONAL CARE,12,236.08057585769757
5702,3006590,2017-08-19,19,PET SUPPLIES,0,1.4204513821737352
5703,3006591,2017-08-19,19,PLAYERS AND ELECTRONICS,0,7.024621149772759
5704,3006592,2017-08-19,19,POULTRY,0,161.7592195135478
5705,3006593,2017-08-19,19,PREPARED FOODS,0,41.98952855739306
5706,3006594,2017-08-19,19,PRODUCE,1,569.0257571313043
5707,3006595,2017-08-19,19,SCHOOL AND OFFICE SUPPLIES,5,0.7733228238660241
5708,3006596,2017-08-19,19,SEAFOOD,1,5.2119199846187465
5709,3006597,2017-08-19,2,AUTOMOTIVE,0,7.2432243391965745
5710,3006598,2017-08-19,2,BABY CARE,0,0.1597634148642499
5711,3006599,2017-08-19,2,BEAUTY,1,6.928183064899541
5712,3006600,2017-08-19,2,BEVERAGES,14,3741.968796142957
5713,3006601,2017-08-19,2,BOOKS,0,0.4408865895576214
5714,3006602,2017-08-19,2,BREAD/BAKERY,11,790.3871451686564
5715,3006603,2017-08-19,2,CELEBRATION,0,17.163418684937824
5716,3006604,2017-08-19,2,CLEANING,10,1015.2940909499864
5717,3006605,2017-08-19,2,DAIRY,19,1109.696473723687
5718,3006606,2017-08-19,2,DELI,7,278.47097585647975
5719,3006607,2017-08-19,2,EGGS,0,187.72907885602046
5720,3006608,2017-08-19,2,FROZEN FOODS,0,186.99963993615765
5721,3006609,2017-08-19,2,GROCERY I,39,4992.435623944588
5722,3006610,2017-08-19,2,GROCERY II,0,38.147043915182635
5723,3006611,2017-08-19,2,HARDWARE,0,1.6656696493034429
5724,3006612,2017-08-19,2,HOME AND KITCHEN I,1,33.26722351842085
5725,3006613,2017-08-19,2,HOME AND KITCHEN II,1,32.72846202160222
5726,3006614,2017-08-19,2,HOME APPLIANCES,0,0.509402935285877
5727,3006615,2017-08-19,2,HOME CARE,7,359.8572119667764
5728,3006616,2017-08-19,2,LADIESWEAR,0,33.90393355586295
5729,3006617,2017-08-19,2,LAWN AND GARDEN,0,11.985489225892572
5730,3006618,2017-08-19,2,LINGERIE,1,3.9838010962195565
5731,3006619,2017-08-19,2,"LIQUOR,WINE,BEER",6,104.21943209526334
5732,3006620,2017-08-19,2,MAGAZINES,0,10.073324659454645
5733,3006621,2017-08-19,2,MEATS,0,537.9871155991503
5734,3006622,2017-08-19,2,PERSONAL CARE,13,321.49001175316965
5735,3006623,2017-08-19,2,PET SUPPLIES,0,11.545592227165407
5736,3006624,2017-08-19,2,PLAYERS AND ELECTRONICS,0,11.288567760553104
5737,3006625,2017-08-19,2,POULTRY,0,591.567167947738
5738,3006626,2017-08-19,2,PREPARED FOODS,0,144.482227869377
5739,3006627,2017-08-19,2,PRODUCE,6,3353.9712521166393
5740,3006628,2017-08-19,2,SCHOOL AND OFFICE SUPPLIES,0,0.9832514146941844
5741,3006629,2017-08-19,2,SEAFOOD,0,40.03500934328732
5742,3006630,2017-08-19,20,AUTOMOTIVE,0,10.35658631123037
5743,3006631,2017-08-19,20,BABY CARE,0,0.833412320181887
5744,3006632,2017-08-19,20,BEAUTY,1,7.247370729110752
5745,3006633,2017-08-19,20,BEVERAGES,27,4201.7392714160505
5746,3006634,2017-08-19,20,BOOKS,0,0.0
5747,3006635,2017-08-19,20,BREAD/BAKERY,10,603.6968053473597
5748,3006636,2017-08-19,20,CELEBRATION,0,10.334956334160907
5749,3006637,2017-08-19,20,CLEANING,24,1701.1040964031038
5750,3006638,2017-08-19,20,DAIRY,21,1026.6527049559395
5751,3006639,2017-08-19,20,DELI,9,808.3943883369811
5752,3006640,2017-08-19,20,EGGS,1,161.38407113253945
5753,3006641,2017-08-19,20,FROZEN FOODS,18,145.5178631902926
5754,3006642,2017-08-19,20,GROCERY I,68,6998.816074554972
5755,3006643,2017-08-19,20,GROCERY II,0,17.187411454050405
5756,3006644,2017-08-19,20,HARDWARE,0,0.9950527959136904
5757,3006645,2017-08-19,20,HOME AND KITCHEN I,1,36.78168653958336
5758,3006646,2017-08-19,20,HOME AND KITCHEN II,0,19.75850780314252
5759,3006647,2017-08-19,20,HOME APPLIANCES,0,0.19382091617934671
5760,3006648,2017-08-19,20,HOME CARE,13,422.7391242196847
5761,3006649,2017-08-19,20,LADIESWEAR,0,10.787194541750953
5762,3006650,2017-08-19,20,LAWN AND GARDEN,0,7.356511058378665
5763,3006651,2017-08-19,20,LINGERIE,0,4.677930013114092
5764,3006652,2017-08-19,20,"LIQUOR,WINE,BEER",4,56.513563548813195
5765,3006653,2017-08-19,20,MAGAZINES,0,1.790871544892322
5766,3006654,2017-08-19,20,MEATS,0,396.43720101785175
5767,3006655,2017-08-19,20,PERSONAL CARE,10,501.1607251741003
5768,3006656,2017-08-19,20,PET SUPPLIES,0,4.219373244608441
5769,3006657,2017-08-19,20,PLAYERS AND ELECTRONICS,0,7.366304417460243
5770,3006658,2017-08-19,20,POULTRY,1,476.05617229653967
5771,3006659,2017-08-19,20,PREPARED FOODS,0,107.20003310863356
5772,3006660,2017-08-19,20,PRODUCE,1,1297.824020141803
5773,3006661,2017-08-19,20,SCHOOL AND OFFICE SUPPLIES,7,8.77181721025029
5774,3006662,2017-08-19,20,SEAFOOD,4,17.12669388323255
5775,3006663,2017-08-19,21,AUTOMOTIVE,0,12.530858183415303
5776,3006664,2017-08-19,21,BABY CARE,0,0.8565377805788617
5777,3006665,2017-08-19,21,BEAUTY,1,5.723432374333132
5778,3006666,2017-08-19,21,BEVERAGES,27,3149.5266289218885
5779,3006667,2017-08-19,21,BOOKS,0,0.0
5780,3006668,2017-08-19,21,BREAD/BAKERY,9,564.5605935243273
5781,3006669,2017-08-19,21,CELEBRATION,0,8.168105972941312
5782,3006670,2017-08-19,21,CLEANING,26,1547.2038033722988
5783,3006671,2017-08-19,21,DAIRY,15,691.0488446037531
5784,3006672,2017-08-19,21,DELI,9,381.3245340085427
5785,3006673,2017-08-19,21,EGGS,1,274.24735478675336
5786,3006674,2017-08-19,21,FROZEN FOODS,17,122.22996068463084
5787,3006675,2017-08-19,21,GROCERY I,64,4996.307633622158
5788,3006676,2017-08-19,21,GROCERY II,0,16.38972305566028
5789,3006677,2017-08-19,21,HARDWARE,0,1.0809549802478224
5790,3006678,2017-08-19,21,HOME AND KITCHEN I,1,41.41051814772096
5791,3006679,2017-08-19,21,HOME AND KITCHEN II,2,35.56418493451126
5792,3006680,2017-08-19,21,HOME APPLIANCES,0,0.3842989566029281
5793,3006681,2017-08-19,21,HOME CARE,12,376.1354310693941
5794,3006682,2017-08-19,21,LADIESWEAR,0,6.102810075112511
5795,3006683,2017-08-19,21,LAWN AND GARDEN,0,3.1462313424383286
5796,3006684,2017-08-19,21,LINGERIE,0,10.979691700766082
5797,3006685,2017-08-19,21,"LIQUOR,WINE,BEER",5,86.30721041199138
5798,3006686,2017-08-19,21,MAGAZINES,0,2.675749277288804
5799,3006687,2017-08-19,21,MEATS,0,132.20130690095579
5800,3006688,2017-08-19,21,PERSONAL CARE,11,378.7970375295704
5801,3006689,2017-08-19,21,PET SUPPLIES,0,2.5805651708277795
5802,3006690,2017-08-19,21,PLAYERS AND ELECTRONICS,0,9.637127055286028
5803,3006691,2017-08-19,21,POULTRY,0,202.5915867569299
5804,3006692,2017-08-19,21,PREPARED FOODS,0,131.64389602187757
5805,3006693,2017-08-19,21,PRODUCE,1,1512.5458561319092
5806,3006694,2017-08-19,21,SCHOOL AND OFFICE SUPPLIES,0,6.294822470373869
5807,3006695,2017-08-19,21,SEAFOOD,2,6.997390882265684
5808,3006696,2017-08-19,22,AUTOMOTIVE,0,6.042067526367928
5809,3006697,2017-08-19,22,BABY CARE,0,0.31610869609546166
5810,3006698,2017-08-19,22,BEAUTY,0,1.835493361306648
5811,3006699,2017-08-19,22,BEVERAGES,19,1471.691202518734
5812,3006700,2017-08-19,22,BOOKS,0,0.0
5813,3006701,2017-08-19,22,BREAD/BAKERY,7,151.76353137701295
5814,3006702,2017-08-19,22,CELEBRATION,0,10.217569852282352
5815,3006703,2017-08-19,22,CLEANING,19,701.2326613320013
5816,3006704,2017-08-19,22,DAIRY,10,346.56486287229507
5817,3006705,2017-08-19,22,DELI,7,183.5018762806481
5818,3006706,2017-08-19,22,EGGS,1,59.75989162589265
5819,3006707,2017-08-19,22,FROZEN FOODS,14,81.29979542425863
5820,3006708,2017-08-19,22,GROCERY I,58,2652.6451005424897
5821,3006709,2017-08-19,22,GROCERY II,0,6.922519012570914
5822,3006710,2017-08-19,22,HARDWARE,0,1.0995554118913247
5823,3006711,2017-08-19,22,HOME AND KITCHEN I,2,43.43904581705849
5824,3006712,2017-08-19,22,HOME AND KITCHEN II,1,21.893126699325066
5825,3006713,2017-08-19,22,HOME APPLIANCES,0,0.38340016773083685
5826,3006714,2017-08-19,22,HOME CARE,10,180.77475911982555
5827,3006715,2017-08-19,22,LADIESWEAR,0,0.7750744264599057
5828,3006716,2017-08-19,22,LAWN AND GARDEN,0,0.012246077377887903
5829,3006717,2017-08-19,22,LINGERIE,0,7.5419087636566795
5830,3006718,2017-08-19,22,"LIQUOR,WINE,BEER",3,41.71276712070535
5831,3006719,2017-08-19,22,MAGAZINES,0,3.1851960016030043
5832,3006720,2017-08-19,22,MEATS,0,115.54547140657897
5833,3006721,2017-08-19,22,PERSONAL CARE,8,177.99901101098126
5834,3006722,2017-08-19,22,PET SUPPLIES,0,1.1276479901868752
5835,3006723,2017-08-19,22,PLAYERS AND ELECTRONICS,0,6.440000504064445
5836,3006724,2017-08-19,22,POULTRY,0,146.1089581705939
5837,3006725,2017-08-19,22,PREPARED FOODS,0,50.863530441000975
5838,3006726,2017-08-19,22,PRODUCE,1,458.51396344503974
5839,3006727,2017-08-19,22,SCHOOL AND OFFICE SUPPLIES,6,0.7157064396004587
5840,3006728,2017-08-19,22,SEAFOOD,2,2.440641679820147
5841,3006729,2017-08-19,23,AUTOMOTIVE,0,2.288320468696511
5842,3006730,2017-08-19,23,BABY CARE,0,0.0
5843,3006731,2017-08-19,23,BEAUTY,2,2.41538760376117
5844,3006732,2017-08-19,23,BEVERAGES,11,1815.7356309500444
5845,3006733,2017-08-19,23,BOOKS,0,0.16507697655862863
5846,3006734,2017-08-19,23,BREAD/BAKERY,6,293.8771055227142
5847,3006735,2017-08-19,23,CELEBRATION,0,18.67499383645523
5848,3006736,2017-08-19,23,CLEANING,7,572.0003859950141
5849,3006737,2017-08-19,23,DAIRY,14,585.298238357578
5850,3006738,2017-08-19,23,DELI,6,137.41915090171022
5851,3006739,2017-08-19,23,EGGS,0,51.111822672037334
5852,3006740,2017-08-19,23,FROZEN FOODS,0,119.03897962136541
5853,3006741,2017-08-19,23,GROCERY I,32,2258.81200365404
5854,3006742,2017-08-19,23,GROCERY II,0,27.08987277611873
5855,3006743,2017-08-19,23,HARDWARE,0,0.4247652868254225
5856,3006744,2017-08-19,23,HOME AND KITCHEN I,0,14.572638888066995
5857,3006745,2017-08-19,23,HOME AND KITCHEN II,2,20.214222505027667
5858,3006746,2017-08-19,23,HOME APPLIANCES,0,0.17989846770061946
5859,3006747,2017-08-19,23,HOME CARE,6,172.81690985074977
5860,3006748,2017-08-19,23,LADIESWEAR,0,14.767887035338045
5861,3006749,2017-08-19,23,LAWN AND GARDEN,0,2.423364040431848
5862,3006750,2017-08-19,23,LINGERIE,0,3.2970889976664663
5863,3006751,2017-08-19,23,"LIQUOR,WINE,BEER",6,66.75861834930025
5864,3006752,2017-08-19,23,MAGAZINES,0,5.524212186657576
5865,3006753,2017-08-19,23,MEATS,0,463.4157072122715
5866,3006754,2017-08-19,23,PERSONAL CARE,10,164.82910361448003
5867,3006755,2017-08-19,23,PET SUPPLIES,0,4.099877891267242
5868,3006756,2017-08-19,23,PLAYERS AND ELECTRONICS,0,5.165696629063985
5869,3006757,2017-08-19,23,POULTRY,0,349.02789448475113
5870,3006758,2017-08-19,23,PREPARED FOODS,0,47.52343266993072
5871,3006759,2017-08-19,23,PRODUCE,5,1614.2116918062327
5872,3006760,2017-08-19,23,SCHOOL AND OFFICE SUPPLIES,0,0.34490593060593
5873,3006761,2017-08-19,23,SEAFOOD,0,13.733839919377552
5874,3006762,2017-08-19,24,AUTOMOTIVE,0,3.5613346083701307
5875,3006763,2017-08-19,24,BABY CARE,0,0.1377953464926066
5876,3006764,2017-08-19,24,BEAUTY,1,7.167974516652512
5877,3006765,2017-08-19,24,BEVERAGES,19,4241.17369817347
5878,3006766,2017-08-19,24,BOOKS,0,0.43625917993765195
5879,3006767,2017-08-19,24,BREAD/BAKERY,12,849.2863268653331
5880,3006768,2017-08-19,24,CELEBRATION,0,23.00128619983991
5881,3006769,2017-08-19,24,CLEANING,10,1202.6626652769464
5882,3006770,2017-08-19,24,DAIRY,20,1524.9472025497416
5883,3006771,2017-08-19,24,DELI,10,297.28785191249466
5884,3006772,2017-08-19,24,EGGS,0,211.86691847776507
5885,3006773,2017-08-19,24,FROZEN FOODS,0,274.76446044662157
5886,3006774,2017-08-19,24,GROCERY I,31,4462.7303887112075
5887,3006775,2017-08-19,24,GROCERY II,0,34.7571771885911
5888,3006776,2017-08-19,24,HARDWARE,0,1.5274215004116503
5889,3006777,2017-08-19,24,HOME AND KITCHEN I,1,30.887007284070478
5890,3006778,2017-08-19,24,HOME AND KITCHEN II,3,57.040447513240395
5891,3006779,2017-08-19,24,HOME APPLIANCES,0,0.3065095601312764
5892,3006780,2017-08-19,24,HOME CARE,6,352.73686959168026
5893,3006781,2017-08-19,24,LADIESWEAR,0,17.821060865442718
5894,3006782,2017-08-19,24,LAWN AND GARDEN,0,30.49382824345714
5895,3006783,2017-08-19,24,LINGERIE,0,10.439063000731082
5896,3006784,2017-08-19,24,"LIQUOR,WINE,BEER",6,122.19610002623722
5897,3006785,2017-08-19,24,MAGAZINES,0,15.547701930359523
5898,3006786,2017-08-19,24,MEATS,0,393.14287489215826
5899,3006787,2017-08-19,24,PERSONAL CARE,9,332.9023841896542
5900,3006788,2017-08-19,24,PET SUPPLIES,0,20.13858424504356
5901,3006789,2017-08-19,24,PLAYERS AND ELECTRONICS,0,15.583716191764957
5902,3006790,2017-08-19,24,POULTRY,0,614.7319767462376
5903,3006791,2017-08-19,24,PREPARED FOODS,0,125.34993372937404
5904,3006792,2017-08-19,24,PRODUCE,5,4756.724709002081
5905,3006793,2017-08-19,24,SCHOOL AND OFFICE SUPPLIES,0,1.5803838370353105
5906,3006794,2017-08-19,24,SEAFOOD,0,33.50647758625862
5907,3006795,2017-08-19,25,AUTOMOTIVE,0,3.227979170076985
